"Job Title","Company","Location","Posted Via","Source Site","Date Posted","Job URL","Remote","Salary","Job Type","Description"
"JUNIOR WEB/MOBILE DEVELOPER","GN128 Solutions","Ikeja, LA, NG","","indeed","2026-01-26","https://ng.indeed.com/viewjob?jk=032f165e61298302",False,"","fulltime","JUNIOR WEB/MOBILE DEVELOPER

Company Description

We are a business based in Ikeja currently seeking a motivated and detail-oriented Junior Web/Mobile Developer to join our team. This entry-level role is ideal for someone who is passionate about web & mobile technologies, eager to learn, and ready to grow their skills in front-end and back-end development. You will work closely with senior developers and designers to build, maintain, and improve web applications that deliver excellent user experiences.

You will be required to work from our office in Ikeja Mon - Fri.

Role Description

This is a full-time on-site role for a Junior Web/Mobile Developer with both front-end and back-end skills to work from our offices in Ikeja. The post holder will be expected to be a quick learner to get up to speed working with the development team to develop both front-end and back-end functionalities of our tech products and supporting our applications.

Location: Ikeja, Lagos - Nigeria

Core Responsibilities and Duties

* Assist in developing and maintaining web and mobile applications
* Work with senior developers to implement new features and fix bugs
* Build responsive user interfaces for web and mobile
* Integrate APIs and backend services
* Participate in code reviews and team discussions
* Learn and apply best practices in software development
* Deploying websites into production
* CPanel Administration
* SSL Implementation & Website Security
* Optimizing developed features for maximum speed and scalability;
* Writing clean, readable, and testable code;
* Test, debug, and optimize applications for performance and usability
* Meet team deadlines;

Job Requirements

* Excellent Understanding web development life cycle;
* Experience with UI/UX Design;
* Excellent knowledge of REACT, HTML, CSS, Java and web development tools;
* Core working knowledge of PHP and LARAVEL;
* Database Design & Development, MYSQL/MSSQL;
* Search Engine Optimization;
* Ability to learn new concepts quickly.
* Flexible approach, self-motivated and organised;

Person Specification

* Good interpersonal skills, able to communicate in a friendly, open and constructive manner;
* Able to work on own initiative with minimal supervision;
* Ability to pay attention to details & produce work of a high standard;
* Ability to work as a team player with the team;
* Willingness and ability to learn & understand new concepts quickly;
* Passion for building software and improving skills
* Flexible approach, self-motivated and organised

Experience:

* Minimum of 12 months professional experience
* Flexible work approach, self-motivated and organised

Salary

* Range N 180,000.00 - N 250,000.00

Note

Only candidates that live in Lagos and within 30mins commuting of Ikeja would be considered

How to Apply:

Interested and qualified candidates should send their CV to recruit@gn128.com

Job Type: Full-time

Pay: ₦180,000.00 - ₦250,000.00 per month..."
"FULLSTACK DEVELOPER [PHP LARAVEL / REACT JS] PWA","UNIQUECRYPTO GROUP","Kaduna, Kaduna State, Nigeria","","linkedin","N/A","https://www.linkedin.com/jobs/view/4356629839",False,"","N/A","N/A..."
"Frontend & Mobile Developer","Mactavis Technologies Ltd.","Lagos, LA, NG","","indeed","2026-01-30","https://ng.indeed.com/viewjob?jk=a62bb8b18f24cc6e",True,"","fulltime","We’re looking for a skilled and motivated **Frontend & Mobile Developer** to join our team. You’ll be responsible for building and maintaining mobile and web applications that are efficient, user-friendly, and visually appealing. This role requires someone who is confident in working with React, React Native, JavaScript, and modern frontend technologies, and who enjoys solving real problems through clean, well-structured code. You’ll work closely with other developers, designers, and product managers throughout the development process, from ideation to deployment.

Employment Type: Full Time (Remote)

Experience Level: Intermediate

**Job Description/Requirements**

Responsibilities:

* Build and maintain high-quality mobile and web applications
* Collaborate with team members to define and implement features
* Write clean, efficient, and reusable code based on provided specifications
* Ensure applications perform well across devices and platforms
* Identify and fix bugs, performance issues, and usability problems
* Stay informed about industry trends and new technologies
* Integrate APIs and third-party services
* Create technical documentation for features and components
* Participate in team stand-ups and code reviews
* Provide guidance and mentorship to junior developers when required

Requirements:

* 3+ years of experience as a mobile and/or frontend developer
* Strong knowledge of JavaScript and React Native
* Experience working with React, Next.js, Nuxt.js, and similar frontend frameworks
* Solid understanding of HTML, CSS, and responsive design
* At least 2–3 published mobile apps (live on App Store or Google Play)
* Experience consuming and integrating REST APIs
* Familiarity with Git for version control
* Good problem-solving and debugging skills
* Strong attention to detail and ability to follow design specifications
* Comfortable working in a collaborative, remote team environment

Job Type: Full-time

Pay: ₦300,000.00 - ₦350,000.00 per month..."
"Frontend Developer","Reposebay Human Resource Limited","Lagos, LA, NG","","indeed","2026-01-30","https://ng.indeed.com/viewjob?jk=79046da2e46aa191",True,"","fulltime","Human Resource Limited offers HR consulting and career development services through a robust technology web application that is powered by Artificial intelligence (AI). This solution has helped prepare young graduates for the world of work and has helped MSMEs afford professional HR consultants to provide services in workforce management, employee engagement, retention, standard operating procedures, and workplace policies. Our all-inclusive solution has also helped job seekers get the right employment and business owners get the best out of their employees.

We are recruiting to fill the position below:

**Job Position: Frontend Developer**

**Job Location:** Lagos (Remote)  
Employment Type: Full-time

  

**Position Summary**

* We are seeking a passionate Frontend Developer to create seamless, engaging, and accessible user experiences across web and mobile platforms.
* You will translate designs into high-quality, responsive interfaces and collaborate with designers, backend developers, and product teams to deliver features on time and to a high standard.

**Key Responsibilities**

* Creating seamless and engaging user experiences across web and mobile platforms.
* Building responsive, accessible, and visually appealing interfaces using HTML, CSS / Tailwind CSS, JavaScript, TypeScript, React, Next.js, and React Native.
* Consuming and integrating RESTful APIs to enable smooth interaction between frontend interfaces and backend services.
* Developing, maintaining, and improving the user interface (UI) for both new and existing applications.
* Translating UI/UX designs into functional, high-quality components for web and mobile applications.
* Ensuring cross-browser and cross-device compatibility by building tools and components that enhance overall interaction and performance.
* Managing and optimizing the frontend development workflow, including version control, code organization, and build processes.
* Implementing SEO best practices to enhance discoverability and user engagement.
* Identifying, debugging, and resolving UI-related issues while ensuring product usability and quality.
* Maintaining, enhancing, and designing user-friendly interfaces for all Reposebay products to ensure consistency and a positive user experience.
* Collaborating with designers, backend developers, and product teams to ensure thetimely delivery of high-quality features.
* Any other duties assigned by management.

**Qualifications**

* Bachelor’s degree in Computer Science, Engineering, Design + Tech, or a related field (or equivalent practical experience).
* 3+ years of frontend development experience in web and/or mobile environments.
* Proficiency with HTML5, CSS3 (Tailwind CSS preferred), JavaScript/TypeScript, and modern frameworks (React, Next.js, React Native).
* Experience consuming RESTful APIs and integrating with backend services.
* Familiarity with state management (e.g., Redux, Zustand) and component-driven development.
* Knowledge of responsive design, accessibility (WCAG), and cross-browser compatibility.
* Strong debugging and problem-solving skills; excellent attention to detail.
* Familiar with version control (Git) and modern collaboration workflows.
* Comfort with build tools and modern frontend tooling (webpack, Vite, Babel, ESLint, Prettier).

Preferred Qualifications:

* Experience with server-side rendering (Next.js) and static site generation.
* Exposure to testing frameworks (Jest, React Testing Library) and end-to-end testing (Cypress).
* Experience with mobile optimization and React Native deployment.
* Familiarity with design systems, UI component libraries, and scalable UI architecture.
* Knowledge of SEO considerations for modern SPAs and performance budgeting.
* Experience contributing to open-source projects or design-system governance.

Competencies:

* UX-minded: strong sense of aesthetics and usability.
* Collaborative: effective communication with cross-functional teams.
* Proactive: ownership of code quality, performance, and deliverables.
* Adaptable: comfortable in a fast-paced, iterative environment.
* Detail-oriented: thorough in testing and accessibility.

**Salary Range**  
Negotiable

**Method of Application**  
Interested and qualified candidates should send their updated CV to: **celestina@reposebayhr.com** using the Job Position as the subject of the email**.**

**Note:** Only qualified candidates will be contacted...."
"Full Stack Developer","PORTREC RESOURCING","Lagos, LA, NG","","indeed","2026-01-29","https://ng.indeed.com/viewjob?jk=cf1f2b42d6a49209",False,"","fulltime","### **Job summary**

A reputable consulting firm based in the heart of Lagos is urgently recruiting for the service of an experienced Full Stack Developer.

Min Qualification: Degree Experience Level: Entry level Experience Length: 2 years

### **Job descriptions & requirements**

**Responsibilities:**

* Developing front-end website architecture.
* Designing user interactions on web pages.
* Developing back-end website applications.
* Creating servers and databases for functionality.
* Ensuring cross-platform optimization for mobile phones.
* Ensuring the responsiveness of applications.
* Working alongside graphic designers for web design features.
* Seeing through a project from conception to finished product.
* Designing and developing APIs.
* Meeting both technical and consumer needs.
* Staying abreast of developments in web applications and programming languages.

  

**Requirements:**

* Degree in computer science or in any relevant field.
* Minimum of 2-3 years' experience
* Strong organizational and project management skills.
* Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.
* Familiarity with JavaScript frameworks such as Angular JS, React, and Amber.
* Proficiency with server-side languages such as Python, Ruby, Java, PHP, and Net.
* Familiarity with database technology such as MySQL, Oracle, and MongoDB.
* Excellent written and verbal communication skills.
* Good problem-solving skills.
* Attention to detail.

Javascript css html python PostgreSQL MySQL..."
"Full Stack Engineer","N/A","Lagos, LA, NG","","indeed","2026-01-30","https://ng.indeed.com/viewjob?jk=41bde7a6361ce7d0",True,"","fulltime","E

**Full Stack Engineer**
=======================

**EdimaBenEkpo**
----------------

**Engineering & Technology**
----------------------------

Today

New

Lagos Full Time Confidential

### **Share link**

Share on WhatsApp Share on LinkedIn Share on Facebook Share on Twitter

Share via SMS

Min Qualification:

### **Job descriptions & requirements**

We are looking for a Full-Stack Developer to support, enhance, and scale our e-commerce

digital platform built on CS-Cart, with integrated iOS/Android mobile applications. The ideal

candidate will be hands-on with both backend and frontend technologies, capable of driving

technical initiatives, and collaborating with the team to continuously improve our platform.

**Key Responsibilities**

* Maintain, optimize, and scale the CS-Cart based e-commerce platform.

* Integrate and support mobile applications (iOS/Android) connected to the platform.

* Work with PHP, MySQL, and React Native to deliver robust solutions.

* Quickly learn and adapt to CS-Cart (or other e-commerce platforms) within 5 days if not

already experienced.

* Collaborate with cross-functional teams to identify pain points and propose improvements.

* Drive all technical needs of the platform, ensuring scalability, performance, and security.

* Work effectively under pressure and within sprint timelines.

* Follow software engineering best practices: clean code, documentation, peer reviews, and

adherence to professional ethics.

**Requirements**

* Strong experience with PHP and MySQL.

* Proficiency in React Native for mobile app development.

* Prior experience with CS-Cart or willingness to learn quickly (within 5 days).

* Familiarity with other e-commerce platforms (Magento, Shopify, WooCommerce, etc.) is an

advantage.

* Ability to work in a hybrid environment (onsite + remote).

* Strong problem-solving skills and ability to work under pressure.

* Excellent communication skills and willingness to contribute suggestions for improvement.

* Commitment to software engineering standards and professional work ethics.

**Work Arrangement**

* Hybrid model: Combination of onsite and remote work.

* Flexibility based on project needs and performance.

**What We Value**

* Initiative and ownership of technical challenges.

* Team collaboration and open communication.

* Continuous improvement mindset.

* Professional integrity and adherence to best practices.

  

<..."
"Full-Stack Software Developer","Sophia ERP Limited","Lagos, LA, NG","","indeed","2026-01-26","https://ng.indeed.com/viewjob?jk=6b28bb61e6060dc9",False,"","fulltime","### **Job summary**

We are seeking Mid-Level Software Developers (with a minimum of 2 years of post-NYSC experience) to join our growing team and contribute to the design, development, and maintenance of live production systems. The ideal candidate will work closely with cross-functional teams to deliver high-quality, scalable software solutions and play an active role in improving existing applications. This is an on-site position based in mainland Lagos.

Min Qualification: Degree Experience Level: Entry level Experience Length: 2 years

### **Job descriptions & requirements**

**Responsibilities:**

  

* Develop and maintain web & mobile applications using modern technologies.
* Build responsive user interfaces.
* Implement APIs and backend logic.
* Work with relational databases to store and retrieve application data.
* Integrate frontend components with backend services.
* Debug issues, fix bugs, and improve application performance.
* Follow best practices in writing clean, readable, and maintainable code.
* Collaborate with team members and participate in code reviews.
* Learn and adapt to new tools, technologies, and development standards.
* Documentation, Training, and Project Presentation.

  

**Requirements:**

* Minimum of 2 years of post-NYSC experience working on live or production projects.
* Strong knowledge in HTML, CSS, jQuery, and React JS.
* Familiarity with API development, VB.NET, C#, and .NET Core.
* Working knowledge of SQL and relational databases (MS SQL Server preferred).
* Knowledge of Git or other version control systems.
* Exposure to real-world application deployment or maintenance.
* Ability to follow requirements and implement features with guidance.
* Willingness to work on-site in Lagos.
* Strong willingness to learn and grow as a developer...."
"Intermediate Flutter Developer","ConnectNigeria","Lagos, LA, NG","","indeed","2026-01-28","https://ng.indeed.com/viewjob?jk=8c4fbf15e1851137",False,"","fulltime","**Job Summary:**

The Intermediate Flutter Developer is responsible for building, improving, and maintaining mobile applications using Flutter for Android and iOS.

**Key Responsibilities:**

* Develop and maintain Flutter mobile applications.
* Work with designers and backend developers to build features.
* Fix bugs and improve app performance.
* Test and deploy updates.
* Ensure clean, scalable, and maintainable code.

**Qualifications:**

* Bachelor’s degree in Computer Science or related field.
* 2–4 years of experience in mobile app development.
* Strong experience with Flutter and Dart.
* Experience integrating APIs and backend services.

**Preferred Skills:**

* Experience with Firebase or REST APIs.
* Knowledge of Git and version control.
* UI/UX awareness and performance optimisation skills.

Job Type: Full-time..."
"Junior Mobile Application Developer","Dufil Prima Foods Plc","Lagos, LA, NG","","indeed","2026-01-29","https://ng.indeed.com/viewjob?jk=053c2e8c298f3239",False,"","fulltime","### **Job summary**

We are seeking suitably qualified professionals to join our growing team as Junior Mobile Application Developer (React Native). The successful candidates will demonstrate strong technical capabilities in developing scalable, high-performance digital solutions and the ability to work collaboratively across teams to deliver quality outcomes.

Min Qualification: Degree Experience Level: Entry level Experience Length: 2 years Working Hours: Full Time

### **Job descriptions & requirements**

**Responsibilities:**

* Develop and maintain mobile applications that run smoothly across multiple platforms.
* Work closely with designers to ensure usability, performance, and visual consistency.
* Integrate backend services and APIs while maintaining data protection standards.
* Identify and fix bugs, optimize performance, and enhance overall app stability.
* Support automated build, deployment, and cloud integration processes.

**Requirements:**

* Bachelor’s degree or HND in IT, Computer Science, Mobile Development, or related fields.
* At least 2 years of practical experience in mobile app development.
* Proficiency in React Native and modern JavaScript.
* Knowledge of RESTful services, GraphQL, and cloud-based deployments.
* Experience with testing tools, debugging techniques, and CI/CD pipelines.
* Ability to work both independently and collaboratively within project teams.

  

**Location:** Nigeria | Openings: 1..."
"Mobile App Developer","E-HOTELS TRANSIT BNB LIMITED","Lagos, LA, NG","","indeed","2026-01-29","https://ng.indeed.com/viewjob?jk=fcfbd4c376f16a23",False,"","fulltime","### **Job summary**

We are seeking a creative and skilled Mobile App Developer to design, build, and maintain high-quality mobile applications. The ideal candidate will be responsible for developing apps across Android and iOS platforms, ensuring functionality, performance, and user experience. This role requires technical expertise, problem-solving skills, and the ab

Min Qualification: Degree Experience Level: Entry level Experience Length: 2 years Working Hours: Full Time

### **Job descriptions & requirements**

**Responsibilities:**

* Design, develop, and maintain mobile applications for Android and iOS platforms
* Write clean, efficient, and maintainable code using relevant frameworks (Flutter, React Native, Swift, Kotlin, etc.)
* Collaborate with designers and product managers to translate UI/UX designs into functional applications
* Integrate APIs, third-party services, and backend systems
* Test, debug, and optimize applications for performance and scalability
* Ensure apps comply with security and data protection standards
* Publish applications to Google Play Store and Apple App Store
* Stay updated with emerging mobile technologies and industry trends
* Provide ongoing support and updates for existing applications
* Work closely with QA teams to ensure high-quality deliverables

  

**Requirements:**

* Bachelor’s degree in Computer Science Engineering or related field (preferred)
* Proven experience as a Mobile App Developer or in a similar role
* Strong knowledge of mobile frameworks (Flutter React Native, Swift, Kotlin, or Xamarin)
* Experience with RESTful APIs and backend integration
* Familiarity with version control systems (Git)
* Understanding of mobile UI/UX principles
* Strong problem-solving and analytical skills
* Ability to work independently and in a team environment..."
"React App Developer - Lagos","Synkd.life","Lagos, LA, NG","","indeed","2026-01-25","https://ng.indeed.com/viewjob?jk=9a4c4548aec6dd4b",True,"","contract","Synkd, is a leading platform that looks to help with work life balance and upskill users digitally via a single platform.

Originally a marketing platform (marketing.synkd.life) where customers can run cross channel campaigns, we have recently shifted to help users and companies digitally transform. Synkd counts over 4500 premium publishers, Global advertisers and their agencies as customers.

We are looking to hire a **REACT Native Developer** to work on rolling **SOW/projects** and help improve the platform. This is NOT a weekly assignment

This is 100% remote role and using one of our company development machines via **anydesk**. You will not get repo or be able to download/copy code.

If this is not for you, please do not apply

**Key responsibilities:**

* Test phase: get old App working and introduce/update API
* Upgrade the App and future proof UI
* Add more native features

**Desired skills and experience (MUST be available Full Time for one month)**

* 5 years native app development for iOS an Android. iOS Watch experience a bonus
* 2 years React, Angular, Typescript, bootstrap experience
* Backend use of GraphQL with a Prisma Schema and Node.JS
* Database experience of Mongo DB and PostGreSQL
* Clear communicator and excellent English
* Works well in a team but also comfortable using own initiative
* Resilient and able to function under pressure and deliver high standards under tight deadlines

Job Type: Contract

Pay: ₦150,000.00 per week

Experience:

* graphql: 3 years (Preferred)
* React Native: 3 years (Preferred)
* integrated native modules (Java/Swift/Objective-C): 3 years (Preferred)
* written custom native code (Java/Swift/Objective-C): 3 years (Preferred)
* State management (Redux, Zustand, Recoil, Context API): 3 years (Preferred)..."
"SENIOR FLUTTER / MOBILE DEVELOPER","BEDEOBAS AGRICULTURAL MKT VHUB","Lagos, LA, NG","","indeed","2026-01-28","https://ng.indeed.com/viewjob?jk=6520ce5d4d6fb061",False,"","parttime","We are looking for a **Senior flutter / mobile Developer.**

This is a long term opportunity which would require you to work on various flutter apps that we want to develop mainly for Android.

We already have a number of apps in very early development that you would need to pick up and develop further.

Apps we have are related to an authenticator, communication app, time tracking, voice “wake up”, and some other smaller apps.

**Important**: To **qualify** please **fill in the form** that is available at the bottom of this job spec. Candidates who don’t feel in the form will not be considered for the role.

What is the minimum **requirement**?

We specify minimum requirements which means you must satisfy the criteria in order to be considered for the role. Please do not apply if you don’t meet the minimum requirements.

**Minimum requirements:**

● Senior flutter Developer

● SQL Server

● Version control with Git

● APIs

● Knowledge of best practices and standards.

● Excellent English

What are **preferred requirements**?

We specify preferred requirements which are not mandatory for the role but satisfying them will provide you a greater chance to be considered for this role.

Preferred Requirements:

● Working with different time zones

● Voice recognition / Wake Word

● AI APIs

● Usability

To **apply for this** role **you must fill in this form (link below):**

https://forms.gle/68WJwFVQyC8dvPrN6

Job Type: Part-time

Pay: ₦2,000.00 per hour

Expected hours: 5 – 10 per week

Application Question(s):

* HAVE YOU FILLED THE FORM ATTATCHED?..."
